0,0,0,0,,,,
1,2.777777778,-19.947,-0.070104264,,,,0.003514527
2,5.555555556,-18.185,-0.063911668,,,,
3,8.333333333,-22.727,-0.079874649,,,,
4,11.11111111,-30.397,-0.106831068,,,,
5,13.88888889,-35.925,-0.126259372,,,,
6,16.66666667,-35.51,-0.124800843,,,,
7,19.44444444,-29.377,-0.103246251,,,,
8,22.22222222,-21.686,-0.076216026,,,,
9,25,-19.776,-0.06950328,,,,
10,27.77777778,-22.515,-0.079129569,,,,
11,30.55555556,-30.181,-0.106071931,,,,
12,33.33333333,-36.456,-0.128125586,,,,
13,36.11111111,-34.067,-0.119729381,,,,
14,38.88888889,-28.616,-0.100571696,,,,
15,41.66666667,-21.832,-0.076729147,,,,
16,44.44444444,-15.073,-0.052974461,,,,
17,47.22222222,-17.706,-0.06222821,,,,
18,50,-23.738,-0.083427835,,,,
19,52.77777778,-31.347,-0.110169869,,,,
20,55.55555556,-32.119,-0.112883083,,,,
21,58.33333333,-25.892,-0.090998126,,,,
22,61.11111111,-17.485,-0.0614515,,,,
23,63.88888889,-10.895,-0.038290769,,,,
24,66.66666667,-9.0193,-0.031698571,,,,
25,69.44444444,-15.965,-0.056109419,,,,
26,72.22222222,-21.771,-0.076514761,,,,
27,75,-23.949,-0.0841694,,,,
28,77.77777778,-20.319,-0.071411668,,,,
29,80.55555556,-11.486,-0.040367854,,,,
30,83.33333333,-2.9646,-0.010419166,,,,
31,86.11111111,0.68181,0.002396239,,,,
32,88.88888889,0.012699,4.4631E-05,,,,
33,91.66666667,-7.9965,-0.028103913,,,,
34,94.44444444,-10.726,-0.037696813,,,,
35,97.22222222,-5.8264,-0.020477038,,,,
36,100,4.4164,0.015521556,,,,
37,102.7777778,15.933,0.055996954,,,,
38,105.5555556,23.39,0.08220478,,,,
39,108.3333333,19.967,0.070174555,,,,
40,111.1111111,12.712,0.044676664,,,,
41,113.8888889,12.48,0.043861293,,,,
42,116.6666667,15.79,0.055494377,,,,
43,119.4444444,27.53,0.09675492,,,,
44,122.2222222,40.933,0.143860122,,,,
45,125,47.934,0.168465323,,,,
46,127.7777778,47.562,0.167157919,,,,
47,130.5555556,44.173,0.155247188,,,,
48,133.3333333,39.819,0.139944939,,,,
49,136.1111111,43.868,0.154175258,,,,
50,138.8888889,55.056,0.193495783,,,,
51,141.6666667,65.908,0.231635426,,,,
52,144.4444444,72.984,0.256504217,,,,
53,147.2222222,71.595,0.25162254,,,,
54,150,68.5,0.24074508,,,,
55,152.7777778,61.603,0.216505389,,,,
56,155.5555556,63.609,0.22355553,,,,
57,158.3333333,67.891,0.238604733,,,,
58,161.1111111,80.556,0.283116214,,,,
59,163.8888889,85.347,0.299954311,,,,
60,166.6666667,89.177,0.313414948,,,,
61,169.4444444,82.001,0.288194705,,,,
62,172.2222222,75.015,0.263642221,,,,
63,175,73.875,0.259635661,,,,
64,177.7777778,76.705,0.269581771,,,,
65,180.5555556,83.699,0.294162371,,,,
66,183.3333333,91.191,0.320493205,,,,
67,186.1111111,88.662,0.311604967,,,,
68,188.8888889,79.849,0.280631443,,,,
69,191.6666667,69.86,0.245524836,,,,
70,194.4444444,62.286,0.218905811,,,,
71,197.2222222,58.318,0.204960169,,,,
72,200,64.546,0.226848641,,,,
73,202.7777778,68.925,0.242238754,,,,
74,205.5555556,67.263,0.23639761,,,,
75,208.3333333,55.848,0.196279288,,,,
76,211.1111111,43.713,0.153630506,,,,
77,213.8888889,29.59,0.103994845,,,,
78,216.6666667,26.895,0.094523196,,,,
79,219.4444444,28.533,0.100279991,,,,
80,222.2222222,33.842,0.118938613,,,,
81,225,31.843,0.111913074,,,,
82,227.7777778,25.557,0.089820759,,,,
83,230.5555556,14.25,0.050082006,,,,
84,233.3333333,4.8995,0.017219424,,,,
85,236.1111111,0.87802,0.003085825,,,,
86,238.8888889,1.9935,0.007006209,,,,
87,241.6666667,8.8354,0.031052249,,,,
88,244.4444444,13.97,0.049097938,,,,
89,247.2222222,10.652,0.037436739,,,,
90,250,-0.42597,-0.001497083,,,,
91,252.7777778,-8.3806,-0.029453843,,,,
92,255.5555556,-12.448,-0.043748828,,,,
93,258.3333333,-7.1822,-0.025242034,,,,
94,261.1111111,-1.4594,-0.0051291,,,,
95,263.8888889,5.4049,0.018995665,,,,
96,266.6666667,4.2512,0.014940956,,,,
97,269.4444444,-2.9822,-0.010481022,,,,
98,272.2222222,-11.043,-0.038810918,,,,
99,275,-17.2,-0.060449859,,,,
100,277.7777778,-11.312,-0.039756326,,,,
101,280.5555556,-4.2412,-0.014905811,,,,
102,283.3333333,4.2724,0.015015464,,,,
103,286.1111111,1.685,0.005921978,,,,
104,288.8888889,-3.212,-0.01128866,,,,
105,291.6666667,-12.226,-0.042968604,,,,
106,294.4444444,-14.738,-0.051797095,,,,
107,297.2222222,-14.615,-0.051364808,,,,
108,300,-8.3608,-0.029384255,,,,
109,302.7777778,-0.051054,-0.000179431,,,,
110,305.5555556,4.1897,0.014724813,,,,
111,308.3333333,1.7526,0.00615956,,,,
112,311.1111111,-8.3027,-0.029180061,,,,
113,313.8888889,-14.327,-0.050352624,,,,
114,316.6666667,-13.009,-0.045720478,,,,
115,319.4444444,-2.4603,-0.00864679,,,,
116,322.2222222,3.7498,0.013178772,,,,
117,325,6.7454,0.023706888,,,,
118,327.7777778,4.5539,0.016004803,,,,
119,330.5555556,-3.6519,-0.0128347,,,,
120,333.3333333,-7.9997,-0.028115159,,,,
121,336.1111111,-8.1223,-0.02854604,,,,
122,338.8888889,-2.1102,-0.007416354,,,,
123,341.6666667,5.7317,0.020144213,,,,
124,344.4444444,9.9695,0.035038074,,,,
125,347.2222222,8.7539,0.030765815,,,,
126,350,0.67653,0.002377683,,,,
127,352.7777778,-4.376,-0.015379569,,,,
128,355.5555556,-7.543,-0.026510075,,,,
129,358.3333333,-2.2844,-0.008028585,,,,
130,361.1111111,6.5282,0.022943533,,,,
131,363.8888889,10.492,0.036874414,,,,
132,366.6666667,10.351,0.036378866,,,,
133,369.4444444,6.0357,0.021212629,,,,
134,372.2222222,-4.1195,-0.014478093,,,,
135,375,-9.2964,-0.032672446,,,,
136,377.7777778,-4.3382,-0.01524672,,,,
137,380.5555556,3.8239,0.013439199,,,,
138,383.3333333,10.365,0.036428069,,,,
139,386.1111111,12.72,0.04470478,,,,
140,388.8888889,6.7374,0.023678772,,,,
141,391.6666667,-4.3132,-0.015158857,,,,
142,394.4444444,-9.7866,-0.034395267,,,,
143,397.2222222,-8.5861,-0.030176078,,,,
144,400,-0.27844,-0.000978585,,,,
145,402.7777778,7.0173,0.024662488,,,,
146,405.5555556,8.1839,0.028762535,,,,
147,408.3333333,4.67,0.01641284,,,,
148,411.1111111,-5.3953,-0.018961926,,,,
149,413.8888889,-11.343,-0.039865276,,,,
150,416.6666667,-10.923,-0.038389175,,,,
151,419.4444444,-4.3433,-0.015264644,,,,
152,422.2222222,3.7845,0.013300726,,,,
153,425,5.6547,0.019873594,,,,
154,427.7777778,0.41506,0.001458739,,,,
155,430.5555556,-6.7057,-0.023567362,,,,
156,433.3333333,-12.906,-0.045358482,,,,
157,436.1111111,-13.961,-0.049066307,,,,
158,438.8888889,-8.0369,-0.0282459,,,,
159,441.6666667,-2.3653,-0.00831291,,,,
160,444.4444444,1.7849,0.006273079,,,,
161,447.2222222,-1.3394,-0.004707357,,,,
162,450,-8.223,-0.028899953,,,,
163,452.7777778,-17.168,-0.060337395,,,,
164,455.5555556,-21.431,-0.075319822,,,,
165,458.3333333,-16.391,-0.057606607,,,,
166,461.1111111,-6.7026,-0.023556467,,,,
167,463.8888889,-1.6343,-0.005743791,,,,
168,466.6666667,-1.5329,-0.005387418,,,,
169,469.4444444,-10.711,-0.037644096,,,,
170,472.2222222,-19.985,-0.070237816,,,,
171,475,-24.426,-0.085845829,,,,
172,477.7777778,-18.609,-0.065401828,,,,
173,480.5555556,-13.315,-0.046795923,,,,
174,483.3333333,-5.494,-0.01930881,,,,
175,486.1111111,-5.9943,-0.021067127,,,,
176,488.8888889,-10.12,-0.03556701,,,,
177,491.6666667,-20.464,-0.071921275,,,,
178,494.4444444,-24.084,-0.084643861,,,,
179,497.2222222,-23.729,-0.083396204,,,,
180,500,-16.119,-0.056650656,,,,
181,502.7777778,-8.6775,-0.030497306,,,,
182,505.5555556,-7.6736,-0.026969072,,,,
183,508.3333333,-10.498,-0.036895501,,,,
184,511.1111111,-20.707,-0.072775305,,,,
185,513.8888889,-25.484,-0.089564199,,,,
186,516.6666667,-23.746,-0.083455951,,,,
187,519.4444444,-17.023,-0.059827788,,,,
188,522.2222222,-6.0754,-0.021352156,,,,
189,525,1.4715,0.005171626,,,,
190,527.7777778,-1.9071,-0.006702554,,,,
191,530.5555556,-8.8421,-0.031075797,,,,
192,533.3333333,-12.72,-0.04470478,,,,
193,536.1111111,-12.641,-0.044427132,,,,
194,538.8888889,-5.905,-0.02075328,,,,
195,541.6666667,3.4471,0.012114925,,,,
196,544.4444444,10.469,0.03679358,,,,
197,547.2222222,7.5359,0.026485122,,,,
198,550,0.96535,0.003392748,,,,
199,552.7777778,-6.8608,-0.024112465,,,,
200,555.5555556,-6.3146,-0.02219283,,,,
201,558.3333333,-1.5761,-0.005539246,,,,
202,561.1111111,8.001,0.028119728,,,,
203,563.8888889,12.253,0.043063496,,,,
204,566.6666667,13.644,0.047952202,,,,
205,569.4444444,7.575,0.02662254,,,,
206,572.2222222,-0.87174,-0.003063754,,,,
207,575,-6.5927,-0.02317022,,,,
208,577.7777778,-1.8894,-0.006640347,,,,
209,580.5555556,1.565,0.005500234,,,,
210,583.3333333,6.6587,0.023402179,,,,
211,586.1111111,7.2783,0.02557978,,,,
212,588.8888889,-1.9928,-0.007003749,,,,
213,591.6666667,-12.603,-0.04429358,,,,
214,594.4444444,-16.35,-0.057462512,,,,
215,597.2222222,-12.86,-0.045196813,,,,
216,600,-1.9857,-0.006978796,,,,
217,602.7777778,5.5884,0.019640581,,,,
218,605.5555556,5.4609,0.019192479,,,,
219,608.3333333,-0.63189,-0.002220794,,,,
220,611.1111111,-14.982,-0.052654639,,,,
221,613.8888889,-23.629,-0.083044752,,,,
222,616.6666667,-23.614,-0.082992034,,,,
223,619.4444444,-18.738,-0.065855201,,,,
224,622.2222222,-12.916,-0.045393627,,,,
225,625,-11.66,-0.040979381,,,,
226,627.7777778,-17.209,-0.06048149,,,,
227,630.5555556,-29.017,-0.101981022,,,,
228,633.3333333,-36.588,-0.128589503,,,,
229,636.1111111,-37.321,-0.131165651,,,,
230,638.8888889,-32.711,-0.114963683,,,,
231,641.6666667,-27.684,-0.097296157,,,,
232,644.4444444,-24.87,-0.087406279,,,,
233,647.2222222,-24.68,-0.086738519,,,,
234,650,-32.901,-0.115631443,,,,
235,652.7777778,-40.495,-0.142320759,,,,
236,655.5555556,-43.076,-0.151391753,,,,
237,658.3333333,-36.715,-0.129035848,,,,
238,661.1111111,-30.393,-0.10681701,,,,
239,663.8888889,-26.008,-0.091405811,,,,
240,666.6666667,-24.212,-0.085093721,,,,
241,669.4444444,-30.002,-0.10544283,,,,
242,672.2222222,-39.585,-0.13912254,,,,
243,675,-42.741,-0.150214386,,,,
244,677.7777778,-40.342,-0.141783037,,,,
245,680.5555556,-31.745,-0.11156865,,,,
246,683.3333333,-23.184,-0.081480787,,,,
247,686.1111111,-22.233,-0.078138472,,,,
248,688.8888889,-30.658,-0.10774836,,,,
249,691.6666667,-39.773,-0.139783271,,,,
250,694.4444444,-46.877,-0.164750469,,,,
251,697.2222222,-48.226,-0.169491565,,,,
252,700,-45.813,-0.161011012,,,,
253,702.7777778,-51.859,-0.182259841,,,,
254,705.5555556,-59.158,-0.207912371,,,,
255,708.3333333,-66.812,-0.234812559,,,,
256,711.1111111,-66.544,-0.233870665,,,,
257,713.8888889,-57.99,-0.203807404,,,,
258,716.6666667,-37.385,-0.131390581,,,,
259,719.4444444,4.8676,0.01710731,,,,
260,722.2222222,71.465,0.251165651,,,,
261,725,150.13,0.527635895,,,,
262,727.7777778,223.23,0.784547798,,,,
263,730.5555556,284.64,1.000374883,,,,
264,733.3333333,342.62,1.204147142,,,,
265,736.1111111,389.18,1.367783505,,,,
266,738.8888889,413.53,1.453362231,,,,
267,741.6666667,411.02,1.444540769,,,,
268,744.4444444,373.57,1.312921743,,,,
269,747.2222222,284.03,0.998231022,,,,
270,750,173.32,0.609137769,,,,
271,752.7777778,66.976,0.235388941,,,,
272,755.5555556,-9.8129,-0.034487699,,,,
273,758.3333333,-46.841,-0.164623946,,,,
274,761.1111111,-53.678,-0.188652765,,,,
275,763.8888889,-47.111,-0.165572868,,,,
276,766.6666667,-39.058,-0.137270384,,,,
277,769.4444444,-30.821,-0.108321228,,,,
278,772.2222222,-25.598,-0.089964855,,,,
279,775,-22.899,-0.080479147,,,,
280,777.7777778,-23.42,-0.082310216,,,,
281,780.5555556,-21.642,-0.076061387,,,,
